ID_all;SMILES;ID_Potts;orig_ID_Potts;yorig_Potts;CAS_Potts;NAME_Potts;units_Potts;smilessource_Potts;SMILES_Potts;desired_units_Potts;y_Potts;ID_Khajeh;orig_ID_Khajeh;yorig_Khajeh;CAS_Khajeh;NAME_Khajeh;units_Khajeh;smilessource_Khajeh;SMILES_Khajeh;desired_units_Khajeh;y_Khajeh;zscore_Potts;zscore_Potts_thres;y_Potts_nointraoutliers;zscore_Potts_nointraoutliers;zscore_Potts_nointraoutliers_thres;zscore_Khajeh;zscore_Khajeh_thres;y_Khajeh_nointraoutliers;zscore_Khajeh_nointraoutliers;zscore_Khajeh_nointraoutliers_thres;stand_desv_Potts_Khajeh_nointraoutliers;y_Potts_nointraoutliers_nointeroutliers;y_Khajeh_nointraoutliers_nointeroutliers;stand_desv_Potts_Khajeh_nointraoutliers_nointeroutliers;y_consensus;y_consensus_sd;valid/outlier
119;CN/C(=C\[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1;90;91;-4.32185;76963-41-2;;logcm/h;isoSMILES_from_CAS;CN/C(=C\[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1;logcm/h;-4.32185;;;;;;;;;;;-1.4471500763914478;0;-4.32185;-1.4471500763914478;0;;-1;;;-1;;-4.32185;;;-4.32185;;valid
120;CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O;2;3;-3.63123;36322-90-4;;logcm/h;isoSMILES_from_CAS;CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O;logcm/h;-3.63123;193;194;-3.81;;Piroxicam ;logcm/h;isoSMILES_from_NAME;CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O;logcm/h;-3.81;-0.839553876817892;0;-3.63123;-0.839553876817892;0;-1.2596427334239435;0;-3.81;-1.3040015112070968;0;0.033975425910157106;-3.63123;-3.81;0.033975425910157106;-3.720615;0.12640947927271917;valid
121;CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O;224;225;-3.05;59804-37-4;;logcm/h;isoSMILES_from_CAS;CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O;logcm/h;-3.05;;;;;;;;;;;-0.3281972131270959;0;-3.05;-0.3281972131270959;0;;-1;;;-1;;-3.05;;;-3.05;;valid
122;CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5;72;73;-4.95681;57-27-2;;logcm/h;isoSMILES_from_CAS;CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5;logcm/h;-4.95681;271;272;-4.2537;;Morphine;logcm/h;isoSMILES_from_NAME;CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5;logcm/h;-4.2537;-2.0057775167801193;0;-4.95681;-2.0057775167801193;0;-1.708231115440453;0;-4.2537;-1.7633097306390313;0;0.10795794129099762;-4.95681;-4.2537;0.10795794129099762;-4.605255;0.4971738489200732;valid
123;CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)CC[C@H]3[C@H]1C5;139;140;-4.82188;509-60-4;;logcm/h;isoSMILES_from_CAS;CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)CC[C@H]3[C@H]1C5;logcm/h;-4.82188;;;;;;;;;;;-1.8870683059138547;0;-4.82188;-1.8870683059138547;0;;-1;;;-1;;-4.82188;;;-4.82188;;valid
124;CN1[C@H]2CC(OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21;43;44;-4.27947;51-34-3;;logcm/h;isoSMILES_from_CAS;CN1[C@H]2CC(OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21;logcm/h;-4.27947;207;208;-4.3;;Scopolamine ;logcm/h;isoSMILES_from_NAME;CN1[C@H]2CC(OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21;logcm/h;-4.3;-1.4098648443710493;0;-4.27947;-1.4098648443710493;0;-1.7550412170572305;0;-4.3;-1.8112384449948986;0;0.0033841023321393455;-4.27947;-4.3;0.0033841023321393455;-4.289735;0.014516902217759775;valid
125;CN1[C@H]2CC[C@@H]1CC(OC(=O)C(CO)c1ccccc1)C2;3;4;-4.71563;51-55-8;;logcm/h;isoSMILES_from_CAS;CN1[C@H]2CC[C@@H]1CC(OC(=O)C(CO)c1ccccc1)C2;logcm/h;-4.71563;73;74;-4.2437;;atropine ;logcm/h;isoSMILES_from_NAME;CN1[C@H]2CC[C@@H]1CC(OC(=O)C(CO)c1ccccc1)C2;logcm/h;-4.2437;-1.7935912907612521;0;-4.71563;-1.7935912907612521;0;-1.6981209423050792;0;-4.2437;-1.752957956480096;0;0.07449327198470593;-4.71563;-4.2437;0.07449327198470593;-4.479665;0.33370490324536767;valid
126;CNCCC=C1c2ccccc2CCc2ccccc21;147;148;-2.88185;72-69-5;;logcm/h;isoSMILES_from_CAS;CNCCC=C1c2ccccc2CCc2ccccc21;logcm/h;-2.88185;;;;;;;;;;;-0.1802615886761776;0;-2.88185;-0.1802615886761776;0;;-1;;;-1;;-2.88185;;;-2.88185;;valid
127;CNN;227;228;-3.75;60-34-4;;logcm/h;isoSMILES_from_CAS;CNN;logcm/h;-3.75;163;164;-3.75;;Monomethylhydrazine ;logcm/h;isoSMILES_from_NAME;CNN;logcm/h;-3.75;-0.9440457835442411;0;-3.75;-0.9440457835442411;0;-1.1989816946117042;0;-3.75;-1.2418908662534884;0;0.0;-3.75;-3.75;0.0;-3.75;0.0;valid
128;CN[C@@H](C)[C@H](O)c1ccccc1;57;58;-2.19539;299-42-3;;logcm/h;isoSMILES_from_CAS;CN[C@@H](C)[C@H](O)c1ccccc1;logcm/h;-2.19539;112;113;-2.22;;Ephedrine ;logcm/h;isoSMILES_from_NAME;CN[C@@H](C)[C@H](O)c1ccccc1;logcm/h;-2.22;0.4236747108217557;0;-2.19539;0.4236747108217557;0;0.34787479510039676;0;-2.22;0.3419305800635257;0;0.007882383157547102;-2.19539;-2.22;0.007882383157547102;-2.207695;0.01740189788500095;valid
129;CO;13;14;-3.21524;67-56-1;;logcm/h;isoSMILES_from_CAS;CO;logcm/h;-3.21524;153;154;-3.3036975;;Methanol ;logcm/h;isoSMILES_from_NAME;CO;logcm/h;-3.3036975;-0.47357266709242335;0;-3.21524;-0.47357266709242335;0;-0.7477621400367142;0;-3.3036975;-0.7798885975966917;0;0.01918990574669847;-3.21524;-3.3036975;0.01918990574669847;-3.25946875;0.06254889809680908;valid
130;COC(=O)CCCCCC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C;158;159;-2.26904;114611-36-8;;logcm/h;noisoSMILES_from_CAS;COC(=O)CCCCCC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C;logcm/h;-2.26904;;;;;;;;;;;0.358878643377152;0;-2.26904;0.358878643377152;0;;-1;;;-1;;-2.26904;;;-2.26904;;valid
131;COC(=O)Cc1ccc(O)cc1;[264, 229];[265, 230];-1.70185;14199-15-6;;logcm/h;isoSMILES_from_CAS;COC(=O)Cc1ccc(O)cc1;logcm/h;-1.70185;;;;;;;;;;;0.8578831443127239;0;-1.70185;0.8578831443127239;0;;-1;;;-1;;-1.70185;;;-1.70185;;valid
132;COC(=O)c1ccc(N)cc1;44;45;-1.4158;619-45-4;;logcm/h;isoSMILES_from_CAS;COC(=O)c1ccc(N)cc1;logcm/h;-1.4158;;;;;;;;;;;1.1095452636953302;0;-1.4158;1.1095452636953302;0;;-1;;;-1;;-1.4158;;;-1.4158;;valid
133;COC(=O)c1ccc(O)cc1;[19, 165];[20, 166];-1.98638;99-76-3;;logcm/h;isoSMILES_from_CAS;COC(=O)c1ccc(O)cc1;logcm/h;-1.98638;154;155;-2.04;;Methyl 4-hydroxybenzoate ;logcm/h;isoSMILES_from_NAME;COC(=O)c1ccc(O)cc1;logcm/h;-2.04;0.6075582961115951;0;-1.98638;0.6075582961115951;0;0.5298579115371147;0;-2.04;0.5282625149243511;0;0.018833327011967417;-1.98638;-2.04;0.018833327011967417;-2.01319;0.03791506560722268;valid
134;COC(=O)c1ccccc1O;91;92;-1.34185;119-36-8;;logcm/h;isoSMILES_from_CAS;COC(=O)c1ccccc1O;logcm/h;-1.34185;;;;;;;;;;;1.1746052662415416;0;-1.34185;1.1746052662415416;0;;-1;;;-1;;-1.34185;;;-1.34185;;valid
135;COC(=O)c1cccnc1;114;115;-2.45916;93-60-7;;logcm/h;isoSMILES_from_CAS;COC(=O)c1cccnc1;logcm/h;-2.45916;158;159;-2.51;;Methyl nicotinate ;logcm/h;isoSMILES_from_NAME;COC(=O)c1cccnc1;logcm/h;-2.51;0.1916141716518555;0;-2.45916;0.1916141716518555;0;0.054679774174574085;0;-2.51;0.04172912945441884;0;0.014468968097434608;-2.45916;-2.51;0.014468968097434608;-2.48458;0.03594930875552407;valid
136;COC(C)COC(C)CO;230;231;-4.09;34590-94-8;;logcm/h;noisoSMILES_from_CAS;COC(C)COC(C)CO;logcm/h;-4.09;259;260;-3.07212;;Dipropylene glycol methyl ether ;logcm/h;isoSMILES_from_NAME;COC(C)COC(C)CO;logcm/h;-3.07212;-1.2431722320325684;0;-4.09;-1.2431722320325684;0;-0.513633278111025;0;-3.07212;-0.5401647995676206;0;0.20098793386152783;;;;;;outlier
137;COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O;102;103;-2.82672;126-07-8;;logcm/h;isoSMILES_from_CAS;COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O;logcm/h;-2.82672;131;132;-2.89;;Griseofulvin ;logcm/h;isoSMILES_from_NAME;COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O;logcm/h;-2.89;-0.1317591148374672;0;-2.82672;-0.1317591148374672;0;-0.32950680496960827;0;-2.89;-0.35163828858510143;0;0.015654332244183687;-2.82672;-2.89;0.015654332244183687;-2.8583600000000002;0.044745717113484886;valid
138;COCC(C)O;92;93;-2.74185;107-98-2;;logcm/h;isoSMILES_from_CAS;COCC(C)O;logcm/h;-2.74185;12;13;-2.9;;1-Methoxypropan-2-ol ;logcm/h;isoSMILES_from_NAME;COCC(C)O;logcm/h;-2.9;-0.05709187459274846;0;-2.74185;-0.05709187459274846;0;-0.33961697810498126;0;-2.9;-0.36199006274403595;0;0.03964264822519298;-2.74185;-2.9;0.03964264822519298;-2.820925;0.1118289374446525;valid
139;COCCO;232;233;-3.73;109-86-4;;logcm/h;isoSMILES_from_CAS;COCCO;logcm/h;-3.73;269;270;-3.73;;Methyl cellosolve ;logcm/h;isoSMILES_from_NAME;COCCO;logcm/h;-3.73;-0.9264501101037512;0;-3.73;-0.9264501101037512;0;-1.1787613483409578;0;-3.73;-1.221187317935619;0;0.0;-3.73;-3.73;0.0;-3.73;0.0;valid
140;COCCOC(C)=O;82;83;-2.64185;110-49-6;;logcm/h;isoSMILES_from_CAS;COCCOC(C)=O;logcm/h;-2.64185;232;233;-3.6;;2-Methoxyethyl acetate ;logcm/h;isoSMILES_from_NAME;COCCOC(C)=O;logcm/h;-3.6;0.030886492609700902;0;-2.64185;0.030886492609700902;0;-1.047329097581106;0;-3.6;-1.0866142538694674;0;0.21708767829854636;;;;;;outlier
141;COCCOCCOCCOC(=O)c1cccnc1;233;234;-3.51;132537-22-5;;logcm/h;isoSMILES_from_CAS;COCCOCCOCCOC(=O)c1cccnc1;logcm/h;-3.51;;;;;;;;;;;-0.7328977022583626;0;-3.51;-0.7328977022583626;0;;-1;;;-1;;-3.51;;;-3.51;;valid
142;COCCc1ccc(OCC(O)CNC(C)C)cc1;154;155;-3.08185;37350-58-6;;logcm/h;isoSMILES_from_CAS;COCCc1ccc(OCC(O)CNC(C)C)cc1;logcm/h;-3.08185;161;162;-3.08;;metoprolol;logcm/h;isoSMILES_from_NAME;COCCc1ccc(OCC(O)CNC(C)C)cc1;logcm/h;-3.08;-0.3562183230810763;0;-3.08185;-0.3562183230810763;0;-0.5216000945416992;0;-3.08;-0.5483219976048613;0;0.0004245957123900141;-3.08185;-3.08;0.0004245957123900141;-3.080925;0.0013081475451952043;valid
143;COc1c2occc2cc2ccc(=O)oc12;231;232;-1.75;298-81-7;;logcm/h;isoSMILES_from_CAS;COc1c2occc2cc2ccc(=O)oc12;logcm/h;-1.75;60;61;-1.5637;;8-methoxypsoralen ;logcm/h;isoSMILES_from_NAME;COc1c2occc2cc2ccc(=O)oc12;logcm/h;-1.5637;0.8155215605047447;0;-1.75;0.8155215605047447;0;1.0114054579749407;0;-1.5637;1.0213175181144125;0;0.0795087022573279;-1.75;-1.5637;0.0795087022573279;-1.65685;0.13173399333505373;valid
144;COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1;20;21;-3.51304;53-86-1;;logcm/h;isoSMILES_from_CAS;COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1;logcm/h;-3.51304;142;143;-1.83;;indomethacin;logcm/h;isoSMILES_from_NAME;COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1;logcm/h;-1.83;-0.7355722446213173;0;-3.51304;-0.7355722446213173;0;0.7421715473799521;0;-1.83;0.7456497722619805;0;0.44547261372110514;;;;;;outlier
145;COc1ccccc1;8;9;-1.41421;100-66-3;;logcm/h;isoSMILES_from_CAS;COc1ccccc1;logcm/h;-1.41421;71;72;-1.6;;Anisole ;logcm/h;isoSMILES_from_NAME;COc1ccccc1;logcm/h;-1.6;1.1109441197338492;0;-1.41421;1.1109441197338492;0;0.974705529493536;0;-1.6;0.9837405779174794;0;0.08716935374552452;-1.41421;-1.6;0.08716935374552452;-1.5071050000000001;0.13137336887664874;valid
146;CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1;83;84;-2.89185;51803-78-2;;logcm/h;isoSMILES_from_CAS;CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1;logcm/h;-2.89185;;;;;;;;;;;-0.18905942539642231;0;-2.89185;-0.18905942539642231;0;;-1;;;-1;;-2.89185;;;-2.89185;;valid
147;C[C@@H](O)[C@@H](C)O;100;101;-4.34477;24347-58-8;;logcm/h;isoSMILES_from_CAS;C[C@@H](O)[C@@H](C)O;logcm/h;-4.34477;;;;;;;;;;;-1.4673147181542483;0;-4.34477;-1.4673147181542483;0;;-1;;;-1;;-4.34477;;;-4.34477;;valid
148;C[C@@H]1CC(=O)NN=C1c1ccc(NN=C(C#N)C#N)cc1;37;38;-2.68185;141505-33-1;;logcm/h;isoSMILES_from_CAS;C[C@@H]1CC(=O)NN=C1c1ccc(NN=C(C#N)C#N)cc1;logcm/h;-2.68185;;;;;;;;;;;-0.004304854271278844;0;-2.68185;-0.004304854271278844;0;;-1;;;-1;;-2.68185;;;-2.68185;;valid
149;C[C@H](N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O;157;158;-4.82185;16305-75-2;;logcm/h;isoSMILES_from_CAS;C[C@H](N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O;logcm/h;-4.82185;;;;;;;;;;;-1.8870419124036941;0;-4.82185;-1.8870419124036941;0;;-1;;;-1;;-4.82185;;;-4.82185;;valid
150;C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO;17;18;-3.90422;378-44-9;;logcm/h;isoSMILES_from_CAS;C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO;logcm/h;-3.90422;247;248;-3.61;;betamethasone;logcm/h;isoSMILES_from_NAME;C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO;logcm/h;-3.61;-1.0797260214438584;0;-3.90422;-1.0797260214438584;0;-1.057439270716479;0;-3.61;-1.096966028028402;0;0.055373666770657796;-3.90422;-3.61;0.055373666770657796;-3.75711;0.20804495716070612;valid
151;C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6CC[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O;135;136;-4.88842;71-63-6;;logcm/h;isoSMILES_from_CAS;C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6CC[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O;logcm/h;-4.88842;255;256;-4.8137;;digitoxin ;logcm/h;isoSMILES_from_NAME;C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6CC[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O;logcm/h;-4.8137;-1.9456091114503642;0;-4.88842;-1.9456091114503642;0;-2.2744008110213523;0;-4.8137;-2.343009083539376;0;0.010891437889916618;-4.88842;-4.8137;0.010891437889916618;-4.85106;0.05283501869025892;valid
152;C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O;32;33;-2.4045;53-16-7;;logcm/h;isoSMILES_from_CAS;C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O;logcm/h;-2.4045;260;261;-2.44;;estrone;logcm/h;isoSMILES_from_NAME;C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O;logcm/h;-2.44;0.23970314716471405;0;-2.4045;0.23970314716471405;0;0.1254509861221864;0;-2.44;0.11419154856696181;0;0.010363212192020783;-2.4045;-2.44;0.010363212192020783;-2.42225;0.02510229073212234;valid
153;C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O;160;161;-4.39925;50-27-1;;logcm/h;isoSMILES_from_CAS;C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O;logcm/h;-4.39925;;;;;;;;;;;-1.5152453326061435;0;-4.39925;-1.5152453326061435;0;;-1;;;-1;;-4.39925;;;-4.39925;;valid
154;C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO;29;30;-3.30041;64-85-7;;logcm/h;isoSMILES_from_CAS;C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO;logcm/h;-3.30041;101;102;-3.35;;deoxycorticosterone;logcm/h;isoSMILES_from_NAME;C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO;logcm/h;-3.35;-0.5485038424387492;0;-3.30041;-0.5485038424387492;0;-0.7945747691967758;0;-3.35;-0.8278198998960992;0;0.010545342401157542;-3.30041;-3.35;0.010545342401157542;-3.325205;0.035065425279041065;valid
155;C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@]2(O)C(=O)CO;28;29;-4.08168;601-05-8;;logcm/h;isoSMILES_from_CAS;C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@]2(O)C(=O)CO;logcm/h;-4.08168;;;;;;;;;;;-1.2358524318813253;0;-4.08168;-1.2358524318813253;0;;-1;;;-1;;-4.08168;;;-4.08168;;valid
156;C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO;193;194;-5.4;124-94-7;;logcm/h;isoSMILES_from_CAS;C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO;logcm/h;-5.4;281;282;-5.4;;triamcinolone;logcm/h;isoSMILES_from_NAME;C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO;logcm/h;-5.4;-2.3956888423846547;0;-5.4;-2.3956888423846547;0;-2.867160261948284;0;-5.4;-2.94993360247772;0;0.0;-5.4;-5.4;0.0;-5.4;0.0;valid
157;C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO;144;145;-4.35185;50-24-8;;logcm/h;isoSMILES_from_CAS;C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO;logcm/h;-4.35185;195;196;-4.35;;prednisolone;logcm/h;isoSMILES_from_NAME;C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO;logcm/h;-4.35;-1.473543586552182;0;-4.35185;-1.473543586552182;0;-1.8055920827340965;0;-4.35;-1.862997315789572;0;0.00030065964023631855;-4.35185;-4.35;0.00030065964023631855;-4.350925;0.0013081475451952043;valid
158;C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO;0;1;-4.0222;50-22-6;;logcm/h;isoSMILES_from_CAS;C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO;logcm/h;-4.0222;251;252;-4.0037;;Corticosterone ;logcm/h;isoSMILES_from_NAME;C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO;logcm/h;-4.0037;-1.1835228990693079;0;-4.0222;-1.1835228990693079;0;-1.4554767870561227;0;-4.0037;-1.504515376665663;0;0.003259815211241303;-4.0222;-4.0037;0.003259815211241303;-4.01295;0.013081475451950788;valid
159;C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)O;162;163;-3.20016;83784-20-7;;logcm/h;isoSMILES_from_CAS;C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)O;logcm/h;-3.20016;;;;;;;;;;;-0.46030552931829377;0;-3.20016;-0.46030552931829377;0;;-1;;;-1;;-3.20016;;;-3.20016;;valid
160;C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COC(=O)CCC(N)=O;136;137;-4.58834;114593-85-0;;logcm/h;isoSMILES_from_CAS;C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COC(=O)CCC(N)=O;logcm/h;-4.58834;;;;;;;;;;;-1.681603627149254;0;-4.58834;-1.681603627149254;0;;-1;;;-1;;-4.58834;;;-4.58834;;valid
161;C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COC(=O)CCCCCC(=O)O;130;131;-2.74618;107085-84-7;;logcm/h;isoSMILES_from_CAS;C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COC(=O)CCCCCC(=O)O;logcm/h;-2.74618;;;;;;;;;;;-0.06090133789261447;0;-2.74618;-0.06090133789261447;0;;-1;;;-1;;-2.74618;;;-2.74618;;valid
162;C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COC(=O)CCCCCC(N)=O;163;164;-3.0502;114593-87-2;;logcm/h;isoSMILES_from_CAS;C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COC(=O)CCCCCC(N)=O;logcm/h;-3.0502;;;;;;;;;;;-0.3283731698615008;0;-3.0502;-0.3283731698615008;0;;-1;;;-1;;-3.0502;;;-3.0502;;valid
163;C[n+]1ccc(-c2cc[n+](C)cc2)cc1;108;109;-5.08016;1910-42-5;;logcm/h;isoSMILES_from_CAS;C[n+]1ccc(-c2cc[n+](C)cc2)cc1;logcm/h;-5.08016;;;;;;;;;;;-2.114298832724341;0;-5.08016;-2.114298832724341;0;;-1;;;-1;;-5.08016;;;-5.08016;;valid
164;Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C;120;121;-2.96913;58-15-1;;logcm/h;isoSMILES_from_CAS;Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C;logcm/h;-2.96913;68;69;-2.99;;aminopyrine;logcm/h;isoSMILES_from_NAME;Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C;logcm/h;-2.99;-0.25704910757047517;0;-2.96913;-0.25704910757047517;0;-0.43060853632334045;0;-2.99;-0.45515603017444883;0;0.004952843292011928;-2.96913;-2.99;0.004952843292011928;-2.979565;0.014757318523363521;valid
165;Cc1cc(=O)n(-c2ccccc2)n1C;226;227;-4.18;60-80-0;;logcm/h;isoSMILES_from_CAS;Cc1cc(=O)n(-c2ccccc2)n1C;logcm/h;-4.18;;;;;;;;;;;-1.3223527625147729;0;-4.18;-1.3223527625147729;0;;-1;;;-1;;-4.18;;;-4.18;;valid
166;Cc1cc(Cl)ccc1O;128;129;-1.26333;1570-64-5;;logcm/h;isoSMILES_from_CAS;Cc1cc(Cl)ccc1O;logcm/h;-1.26333;;;;;;;;;;;1.2436858801689046;0;-1.26333;1.2436858801689046;0;;-1;;;-1;;-1.26333;;;-1.26333;;valid
167;Cc1cc(O)cc(C)c1Cl;[113, 197];[114, 198];-1.25665;88-04-0;;logcm/h;isoSMILES_from_CAS;Cc1cc(O)cc(C)c1Cl;logcm/h;-1.25665;44;45;-1.23;;4-Chloro-3,5-dimethylphenol ;logcm/h;isoSMILES_from_NAME;Cc1cc(O)cc(C)c1Cl;logcm/h;-1.23;1.2495628350980283;0;-1.25665;1.2495628350980283;0;1.3487819355023447;0;-1.23;1.3667562217980647;0;0.01515645202873065;-1.25665;-1.23;0.01515645202873065;-1.243325;0.018844395718621537;valid
168;Cc1cc(O)ccc1Cl;25;26;-1.20251;59-50-7;;logcm/h;isoSMILES_from_CAS;Cc1cc(O)ccc1Cl;logcm/h;-1.20251;;;;;;;;;;;1.2971943231014345;0;-1.20251;1.2971943231014345;0;;-1;;;-1;;-1.20251;;;-1.20251;;valid
