ID_all;SMILES;ID_Bocci;orig_ID_Bocci;yorig_Bocci;CAS_Bocci;NAME_Bocci;units_Bocci;smilessource_Bocci;SMILES_Bocci;desired_units_Bocci;y_Bocci;ID_Metrabase;orig_ID_Metrabase;yorig_Metrabase;CAS_Metrabase;NAME_Metrabase;units_Metrabase;smilessource_Metrabase;SMILES_Metrabase;desired_units_Metrabase;y_Metrabase;ID_Sedykh;orig_ID_Sedykh;yorig_Sedykh;CAS_Sedykh;NAME_Sedykh;units_Sedykh;smilessource_Sedykh;SMILES_Sedykh;desired_units_Sedykh;y_Sedykh;ID_Livertox;orig_ID_Livertox;yorig_Livertox;CAS_Livertox;NAME_Livertox;units_Livertox;smilessource_Livertox;SMILES_Livertox;desired_units_Livertox;y_Livertox;comparison_Bocci_Metrabase;onlyequal_Bocci_Metrabase;comparison_Bocci_Sedykh;onlyequal_Bocci_Sedykh;comparison_Bocci_Livertox;onlyequal_Bocci_Livertox;comparison_Metrabase_Sedykh;onlyequal_Metrabase_Sedykh;comparison_Metrabase_Livertox;onlyequal_Metrabase_Livertox;comparison_Sedykh_Livertox;onlyequal_Sedykh_Livertox;y_Metrabase_nonambiguous;y_Bocci_nonambiguous;y_Sedykh_nonambiguous;y_Livertox_nonambiguous;y_consensus;valid/outlier
767;CC(=O)NC1C(OCc2ccccc2)OC(CO)C(O)C1OCC(=O)N1CCCC1C(=O)NC(CCC(=O)NCCNCCNc1c2ccccc2nc2cccc(N(O)O)c12)C(N)=O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;920.0;920.0;0.0;;697471;classBCRPsub;SMILES;CC(=O)NC1C(OCc2ccccc2)OC(CO)C(O)C1OCC(=O)N1CCCC1C(=O)NC(CCC(=O)NCCNCCNc1c2ccccc2nc2cccc(N(O)O)c12)C(N)=O;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
768;CC(=O)NC1C(OCc2ccccc2)OC(CO)C(O)C1OCC(=O)NC(C)C(=O)NC(CCC(=O)NCCCCNc1c2ccccc2nc2cccc([N+](=O)[O-])c12)C(N)=O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;940.0;940.0;0.0;;696073;classBCRPsub;SMILES;CC(=O)NC1C(OCc2ccccc2)OC(CO)C(O)C1OCC(=O)NC(C)C(=O)NC(CCC(=O)NCCCCNc1c2ccccc2nc2cccc([N+](=O)[O-])c12)C(N)=O;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
769;CC(=O)NC1C(OCc2ccccc2)OC(CO)C(O)C1OCC(=O)NC(C)C(=O)NC(CCC(=O)NCCCNc1c2ccccc2nc2cccc([N+](=O)[O-])c12)C(N)=O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1046.0;1046.0;0.0;;696078;classBCRPsub;SMILES;CC(=O)NC1C(OCc2ccccc2)OC(CO)C(O)C1OCC(=O)NC(C)C(=O)NC(CCC(=O)NCCCNc1c2ccccc2nc2cccc([N+](=O)[O-])c12)C(N)=O;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
770;CC(=O)NC1COC(COC(=O)CCCCCCCCCCNC(=O)c2ccc([N+](=O)[O-])c3c(=O)c4ccccc4[nH]c23)C(O)C1OC(C)C(=O)NC(C(=O)NC(CCC(N)=O)C(=O)OCc1ccccc1)C(C)C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1104.0;1104.0;0.0;;642600;classBCRPsub;SMILES;CC(=O)NC1COC(COC(=O)CCCCCCCCCCNC(=O)c2ccc([N+](=O)[O-])c3c(=O)c4ccccc4[nH]c23)C(O)C1OC(C)C(=O)NC(C(=O)NC(CCC(N)=O)C(=O)OCc1ccccc1)C(C)C;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
771;CC(=O)NCCC1CN(C(=O)/C=C/I)c2ccccc21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;714.0;714.0;0.0;;695368;classBCRPsub;SMILES;CC(=O)NCCC1CN(C(=O)/C=C/I)c2ccccc21;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
772;CC(=O)NCCCCCCNC(C)=O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1014.0;1014.0;0.0;;95580;classBCRPsub;SMILES;CC(=O)NCCCCCCNC(C)=O;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
773;CC(=O)Nc1sc([N+](=O)[O-])cc1S(=O)(=O)c1ccc(Cl)cc1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1097.0;1097.0;0.0;;696052;classBCRPsub;SMILES;CC(=O)Nc1sc([N+](=O)[O-])cc1S(=O)(=O)c1ccc(Cl)cc1;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
774;CC(=O)O/C(=C(\C#N)C(=O)O)C1C(C(=O)O)C(c2ccccc2[N+](=O)[O-])C=C(c2ccco2)N1c1ccncc1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;374.0;374.0;0.0;;692581;classBCRPsub;SMILES;CC(=O)O/C(=C(\C#N)C(=O)O)C1C(C(=O)O)C(c2ccccc2[N+](=O)[O-])C=C(c2ccco2)N1c1ccncc1;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
775;CC(=O)OC(C)(C)/C=C/C(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(CC(=O)C(=O)C4(C)C)C3(C)C(=O)CC12C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;388.0;388.0;0.0;;106399;classBCRPsub;SMILES;CC(=O)OC(C)(C)/C=C/C(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(CC(=O)C(=O)C4(C)C)C3(C)C(=O)CC12C;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
776;CC(=O)OC(C)(C)/C=C/C(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(CC(=O)C(O)C4(C)C)C3(CO)C(=O)CC12C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;817.0;817.0;0.0;;94743;classBCRPsub;SMILES;CC(=O)OC(C)(C)/C=C/C(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(CC(=O)C(O)C4(C)C)C3(CO)C(=O)CC12C;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
777;CC(=O)OC(C)(C)/C=C/C(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(CC(O)C(O)C4(C)C)C3(C)C(=O)CC12C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;700.0;700.0;0.0;;135075;classBCRPsub;SMILES;CC(=O)OC(C)(C)/C=C/C(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(CC(O)C(O)C4(C)C)C3(C)C(=O)CC12C;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
778;CC(=O)OC(C)c1cc2c(s1)C(=O)c1scc(C(C)OC(C)=O)c1C2=O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1180.0;1180.0;0.0;;690435;classBCRPsub;SMILES;CC(=O)OC(C)c1cc2c(s1)C(=O)c1scc(C(C)OC(C)=O)c1C2=O;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
779;CC(=O)OC(C)c1cc2c(s1)C(=O)c1sccc1C2=O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1130.0;1130.0;0.0;;690434;classBCRPsub;SMILES;CC(=O)OC(C)c1cc2c(s1)C(=O)c1sccc1C2=O;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
780;CC(=O)OC12COC1CC(O)C1(C)C(=O)C(O)C3=C(C)C(O)CC(O)(C(OC(=O)c4ccccc4)C21)C3(C)C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1149.0;1149.0;0.0;;656178;classBCRPsub;SMILES;CC(=O)OC12COC1CC(O)C1(C)C(=O)C(O)C3=C(C)C(O)CC(O)(C(OC(=O)c4ccccc4)C21)C3(C)C;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
781;CC(=O)OC1=CC(n2cc(F)c(=O)[nH]c2=O)OC(C)C1=O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1183.0;1183.0;0.0;;618093;classBCRPsub;SMILES;CC(=O)OC1=CC(n2cc(F)c(=O)[nH]c2=O)OC(C)C1=O;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
782;CC(=O)OC1C#C/C=C\C#CCC2C(=O)N(C(=O)OC(C)(C)C)C12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;402.0;402.0;0.0;;697686;classBCRPsub;SMILES;CC(=O)OC1C#C/C=C\C#CCC2C(=O)N(C(=O)OC(C)(C)C)C12;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
783;CC(=O)OC1C(=O)C(O)C(C)OC1OC1CC2(C)C3CC=C4C(CC(=O)C(O)C4(C)C)C3(C)C(=O)CC2(C)C1C(C)(O)C(=O)/C=C/C(C)(C)O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;558.0;558.0;0.0;;144153;classBCRPsub;SMILES;CC(=O)OC1C(=O)C(O)C(C)OC1OC1CC2(C)C3CC=C4C(CC(=O)C(O)C4(C)C)C3(C)C(=O)CC2(C)C1C(C)(O)C(=O)/C=C/C(C)(C)O;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
784;CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)C2CCCCC2)C2(O)CC(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;992.0;992.0;0.0;;671867;classBCRPsub;SMILES;CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)C2CCCCC2)C2(O)CC(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
785;CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccc(F)cc2)C2(O)CC(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;989.0;989.0;0.0;;673188;classBCRPsub;SMILES;CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccc(F)cc2)C2(O)CC(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
786;CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)C(C)(C)C)c3ccccc3)C(C)=C1C2(C)C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1137.0;1137.0;0.0;;664402;classBCRPsub;SMILES;CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)C(C)(C)C)c3ccccc3)C(C)=C1C2(C)C;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
787;CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)CC(C)C)c3ccccc3)C(C)=C1C2(C)C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1078.0;1078.0;0.0;;664404;classBCRPsub;SMILES;CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)CC(C)C)c3ccccc3)C(C)=C1C2(C)C;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
788;CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccc4ccccc4c3)C(C)=C1C2(C)C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1158.0;1158.0;0.0;;666608;classBCRPsub;SMILES;CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccc4ccccc4c3)C(C)=C1C2(C)C;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
789;CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1185.0;1185.0;0.0;;125973;classBCRPsub;SMILES;CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
790;CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3C)C(C)=C1C2(C)C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1114.0;1114.0;0.0;;671870;classBCRPsub;SMILES;CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3C)C(C)=C1C2(C)C;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
791;CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccco2)C2(O)CC(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1131.0;1131.0;0.0;;673187;classBCRPsub;SMILES;CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccco2)C2(O)CC(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
792;CC(=O)OC1C(=O)C2(C)C(OC(=O)CCC(=O)O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(OC(=O)CCC(=O)O)C(NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1160.0;1160.0;0.0;;600222;classBCRPsub;SMILES;CC(=O)OC1C(=O)C2(C)C(OC(=O)CCC(=O)O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(OC(=O)CCC(=O)O)C(NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
793;CC(=O)OC1C(=O)OC2CC3C(C)=CC(O)C(=O)C3(C)C3C4(O)OCC23C1C(C)C4O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;882.0;882.0;0.0;;126765;classBCRPsub;SMILES;CC(=O)OC1C(=O)OC2CC3C(C)=CC(O)C(=O)C3(C)C3C4(O)OCC23C1C(C)C4O;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
794;CC(=O)OC1C(=O)OCC23CCC4(C)OC4C2OC2CC(OC(=O)/C=C\C=C\C(=O)OCCC1C)C3(C)C21CO1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;470.0;470.0;0.0;;292463;classBCRPsub;SMILES;CC(=O)OC1C(=O)OCC23CCC4(C)OC4C2OC2CC(OC(=O)/C=C\C=C\C(=O)OCCC1C)C3(C)C21CO1;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
795;CC(=O)OC1C(=O)[C@]2(C)C(O)CC3OC[C@@]3(OC(C)=O)C2C(OC(=O)c2ccccc2)[C@]23OC(=O)OC2C(OC(=O)C(O)C(CC(C)C)NC(=O)OC(C)(C)C)C(C)=C1C3(C)C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1346.0;1346.0;0.0;;mol_0005;classBCRPsub;SMILES;CC(=O)OC1C(=O)[C@]2(C)C(O)CC3OC[C@@]3(OC(C)=O)C2C(OC(=O)c2ccccc2)[C@]23OC(=O)OC2C(OC(=O)C(O)C(CC(C)C)NC(=O)OC(C)(C)C)C(C)=C1C3(C)C;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
796;CC(=O)OC1C(=O)[C@]2(C)C(OC(=O)/C=C/c3ccc(C(=O)c4ccccc4)cc3)CC3OC[C@@]3(OC(C)=O)C2C(OC(=O)c2ccccc2)[C@]23OC(=O)OC2C(OC(C)=O)C(C)=C1C3(C)C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1350.0;1350.0;0.0;;mol_0183;classBCRPsub;SMILES;CC(=O)OC1C(=O)[C@]2(C)C(OC(=O)/C=C/c3ccc(C(=O)c4ccccc4)cc3)CC3OC[C@@]3(OC(C)=O)C2C(OC(=O)c2ccccc2)[C@]23OC(=O)OC2C(OC(C)=O)C(C)=C1C3(C)C;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
797;CC(=O)OC1C(=O)[C@]2(C)C(OC(=O)/C=C/c3ccc(Oc4ccccc4)cc3)CC3OC[C@@]3(OC(C)=O)C2C(OC(=O)c2ccccc2)[C@]23OC(=O)OC2C(OC(C)=O)C(C)=C1C3(C)C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1349.0;1349.0;0.0;;mol_0175;classBCRPsub;SMILES;CC(=O)OC1C(=O)[C@]2(C)C(OC(=O)/C=C/c3ccc(Oc4ccccc4)cc3)CC3OC[C@@]3(OC(C)=O)C2C(OC(=O)c2ccccc2)[C@]23OC(=O)OC2C(OC(C)=O)C(C)=C1C3(C)C;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
798;CC(=O)OC1C(=O)[C@]2(C)C(OC(=O)/C=C/c3cccc(NC(=O)c4ccccc4)c3)CC3OC[C@@]3(OC(C)=O)C2C(OC(=O)c2ccccc2)[C@]23OC(=O)OC2C(OC(C)=O)C(C)=C1C3(C)C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1348.0;1348.0;0.0;;mol_0174;classBCRPsub;SMILES;CC(=O)OC1C(=O)[C@]2(C)C(OC(=O)/C=C/c3cccc(NC(=O)c4ccccc4)c3)CC3OC[C@@]3(OC(C)=O)C2C(OC(=O)c2ccccc2)[C@]23OC(=O)OC2C(OC(C)=O)C(C)=C1C3(C)C;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
799;CC(=O)OC1C(=O)[C@]2(C)C(OC(=O)C=Cc3ccc(C(=O)Oc4ccccc4)cc3)CC3OC[C@@]3(OC(C)=O)C2C(OC(=O)c2ccccc2)[C@]23OC(=O)OC2C(OC(C)=O)C(C)=C1C3(C)C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1347.0;1347.0;0.0;;mol_0169;classBCRPsub;SMILES;CC(=O)OC1C(=O)[C@]2(C)C(OC(=O)C=Cc3ccc(C(=O)Oc4ccccc4)cc3)CC3OC[C@@]3(OC(C)=O)C2C(OC(=O)c2ccccc2)[C@]23OC(=O)OC2C(OC(C)=O)C(C)=C1C3(C)C;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
800;CC(=O)OC1C(=O)[C@]2(C)C(OC(=O)c3ccc(C(=O)c4ccccc4)cc3)CC3OC[C@@]3(OC(C)=O)C2C(OC(=O)c2ccccc2)[C@]23OC(=O)OC2C(OC(C)=O)C(C)=C1C3(C)C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1351.0;1351.0;0.0;;mol_0171;classBCRPsub;SMILES;CC(=O)OC1C(=O)[C@]2(C)C(OC(=O)c3ccc(C(=O)c4ccccc4)cc3)CC3OC[C@@]3(OC(C)=O)C2C(OC(=O)c2ccccc2)[C@]23OC(=O)OC2C(OC(C)=O)C(C)=C1C3(C)C;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
801;CC(=O)OC1C(O)C(C)OC(OC2C(OC(=O)C3CCC4C(C3)OC3(CC(OC(=O)/C=C/c5ccccc5)C(C)CO3)C43CO3)OC(C)C(O)C2OC(C)=O)C1O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1170.0;1170.0;0.0;;328426;classBCRPsub;SMILES;CC(=O)OC1C(O)C(C)OC(OC2C(OC(=O)C3CCC4C(C3)OC3(CC(OC(=O)/C=C/c5ccccc5)C(C)CO3)C43CO3)OC(C)C(O)C2OC(C)=O)C1O;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
802;CC(=O)OC1C=C(C=O)C(O)(C=O)C2(C)CCCC(C)(C)C12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;115.0;115.0;0.0;;277293;classBCRPsub;SMILES;CC(=O)OC1C=C(C=O)C(O)(C=O)C2(C)CCCC(C)(C)C12;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
803;CC(=O)OC1C=C2C(OC(C)=O)C(=O)[C@]3(C)C(OC(=O)/C=C/c4ccc(C(=O)c5ccccc5)cc4)CC4OC[C@@]4(OC(C)=O)C3C(OC(=O)c3ccccc3)[C@](O)(C1)C2(C)C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1343.0;1343.0;0.0;;mol_0095;classBCRPsub;SMILES;CC(=O)OC1C=C2C(OC(C)=O)C(=O)[C@]3(C)C(OC(=O)/C=C/c4ccc(C(=O)c5ccccc5)cc4)CC4OC[C@@]4(OC(C)=O)C3C(OC(=O)c3ccccc3)[C@](O)(C1)C2(C)C;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
804;CC(=O)OC1CC(n2cc(F)c(=O)[nH]c2=O)OC1CO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;966.0;966.0;0.0;;407335;classBCRPsub;SMILES;CC(=O)OC1CC(n2cc(F)c(=O)[nH]c2=O)OC1CO;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
805;CC(=O)OC1CC2(O)C(CCC3(C)C(c4ccc(=O)oc4)CCC32O)C2(C)C1=CC(O)C1OC12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;723.0;723.0;0.0;;117180;classBCRPsub;SMILES;CC(=O)OC1CC2(O)C(CCC3(C)C(c4ccc(=O)oc4)CCC32O)C2(C)C1=CC(O)C1OC12;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
806;CC(=O)OC1CC2(O)C(CCC3(C)C(c4ccc(=O)oc4)CCC32O)C2(C)CCC(O)C=C12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;561.0;561.0;0.0;;7534;classBCRPsub;SMILES;CC(=O)OC1CC2(O)C(CCC3(C)C(c4ccc(=O)oc4)CCC32O)C2(C)CCC(O)C=C12;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
807;CC(=O)OC1CC2OC3C=C(C)CCC3(C)C1(C)C21CO1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;692.0;692.0;0.0;;267033;classBCRPsub;SMILES;CC(=O)OC1CC2OC3C=C(C)CCC3(C)C1(C)C21CO1;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
808;CC(=O)OC1CCC2(C)C(=CCC3C4Cc5cnn(-c6ccc(F)cc6)c5NC4(C)CCC32)C1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1005.0;1005.0;0.0;;692655;classBCRPsub;SMILES;CC(=O)OC1CCC2(C)C(=CCC3C4Cc5cnn(-c6ccc(F)cc6)c5NC4(C)CCC32)C1;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
809;CC(=O)OC1CCC2(C)C(CCC3(C)C2CC=C2C4C(C)C(C)CCC4(C)CCC23C)C1(C)C(=O)O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;897.0;897.0;0.0;;624807;classBCRPsub;SMILES;CC(=O)OC1CCC2(C)C(CCC3(C)C2CC=C2C4C(C)C(C)CCC4(C)CCC23C)C1(C)C(=O)O;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
810;CC(=O)OC1CCC2(C)C(CCC3(C)C2CC=C2C4CC(C)(C)CCC4(C)CCC23C)C1(C)C(=O)O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;968.0;968.0;0.0;;624806;classBCRPsub;SMILES;CC(=O)OC1CCC2(C)C(CCC3(C)C2CC=C2C4CC(C)(C)CCC4(C)CCC23C)C1(C)C(=O)O;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
811;CC(=O)OC1CCC2(C)C(CCC3C2CCC2(C)C(c4ccc(=O)oc4)CC4OC432)C1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;499.0;499.0;0.0;;135688;classBCRPsub;SMILES;CC(=O)OC1CCC2(C)C(CCC3C2CCC2(C)C(c4ccc(=O)oc4)CC4OC432)C1;classBCRPsub;0.0;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;valid
